axis,direction_id,to_index,from_index,to_domain,from_domain,step_kind,swap_fraction,swap_pp,simplex_feasible,training_hull_supported,slope_quality,slope_residual,observed_joint_row,delta_loss,delta_quality,delta_residual,min_convex_weight,status
quality_score_soft_proxy_0_1,00_from_05,0,5,arxiv,dm_mathematics,fixed,0.02,2.0,True,True,0.06793951135415197,1.4046589430197012,False,0.02945196908747727,0.0013587902270830513,0.028093178860394016,0.0004190275319347449,SUPPORTED_CONDITIONAL_SCENARIO
quality_score_soft_proxy_0_1,00_from_05,0,5,arxiv,dm_mathematics,fixed,0.05,5.0,False,False,0.06793951135415197,1.4046589430197012,False,,,,,UNSUPPORTED_AT_REQUESTED_STEP
quality_score_soft_proxy_0_1,00_from_05,0,5,arxiv,dm_mathematics,fraction_of_safe_limit_0.25,0.00630205638901997,0.630205638901997,True,True,0.06793951135415197,1.4046589430197012,False,0.009280398497847564,0.00042815863159633506,0.008852239866251343,0.0014697265625,SUPPORTED_CONDITIONAL_SCENARIO
quality_score_soft_proxy_0_1,00_from_05,0,5,arxiv,dm_mathematics,fraction_of_safe_limit_0.5,0.01260411277803994,1.260411277803994,True,True,0.06793951135415197,1.4046589430197012,False,0.018560796995695572,0.0008563172631926701,0.017704479732502693,0.000986328125,SUPPORTED_CONDITIONAL_SCENARIO
quality_score_soft_proxy_0_1,00_from_05,0,5,arxiv,dm_mathematics,fraction_of_safe_limit_1.0,0.02520822555607988,2.520822555607988,True,True,0.06793951135415197,1.4046589430197012,False,0.0371215939913907,0.0017126345263853403,0.035408959465005385,1.9531250000000017e-05,SUPPORTED_CONDITIONAL_SCENARIO
Q_A_topsis_0_1,00_from_06,0,6,arxiv,github,fixed,0.001,0.1,True,True,-0.3168504150266884,0.09502050796557127,False,-0.00022182990706109962,-0.0003168504150266728,9.502050796556828e-05,0.0019354816996009238,SUPPORTED_CONDITIONAL_SCENARIO
Q_A_topsis_0_1,00_from_06,0,6,arxiv,github,fixed,0.005,0.5,True,True,-0.3168504150266884,0.09502050796557127,False,-0.001109149535305498,-0.001584252075133404,0.0004751025398278398,0.0018649084980046195,SUPPORTED_CONDITIONAL_SCENARIO
Q_A_topsis_0_1,00_from_06,0,6,arxiv,github,fixed,0.01,1.0,True,True,-0.3168504150266884,0.09502050796557127,False,-0.0022182990706114403,-0.003168504150266808,0.0009502050796556813,0.0017766919960092392,SUPPORTED_CONDITIONAL_SCENARIO
Q_A_topsis_0_1,00_from_06,0,6,arxiv,github,fixed,0.02,2.0,True,True,-0.3168504150266884,0.09502050796557127,False,-0.0044365981412224365,-0.006337008300533656,0.0019004101593113453,0.0016002589920184784,SUPPORTED_CONDITIONAL_SCENARIO
Q_A_topsis_0_1,00_from_06,0,6,arxiv,github,fixed,0.05,5.0,True,True,-0.3168504150266884,0.09502050796557127,False,-0.011091495353055425,-0.015842520751334403,0.004751025398278572,0.001070959980046196,SUPPORTED_CONDITIONAL_SCENARIO
Q_A_topsis_0_1,00_from_06,0,6,arxiv,github,fraction_of_safe_limit_0.25,0.027398413367451017,2.7398413367451018,True,True,-0.3168504150266884,0.09502050796557127,False,-0.006077787490923914,-0.008681198646549584,0.002603411155625856,0.0014697265625,SUPPORTED_CONDITIONAL_SCENARIO
Q_A_topsis_0_1,00_from_06,0,6,arxiv,github,fraction_of_safe_limit_0.5,0.054796826734902035,5.4796826734902035,True,True,-0.3168504150266884,0.09502050796557127,False,-0.012155574981847383,-0.017362397293099126,0.005206822311251698,0.000986328125,SUPPORTED_CONDITIONAL_SCENARIO
Q_A_topsis_0_1,00_from_06,0,6,arxiv,github,fraction_of_safe_limit_1.0,0.10959365346980407,10.959365346980407,True,True,-0.3168504150266884,0.09502050796557127,False,-0.024311149963694767,-0.03472479458619854,0.010413644622503562,1.9531250000000017e-05,SUPPORTED_CONDITIONAL_SCENARIO
quality_score_soft_proxy_0_1,00_from_06,0,6,arxiv,github,fixed,0.001,0.1,True,True,0.3342913919368207,-0.08394469312498853,False,0.0002503466988117431,0.0003342913919368068,-8.394469312498782e-05,0.0019354816996009238,SUPPORTED_CONDITIONAL_SCENARIO
quality_score_soft_proxy_0_1,00_from_06,0,6,arxiv,github,fixed,0.005,0.5,True,True,0.3342913919368207,-0.08394469312498853,False,0.0012517334940591596,0.0016714569596841143,-0.000419723465624943,0.0018649084980046195,SUPPORTED_CONDITIONAL_SCENARIO
